Frame,Gaze_X,Gaze_Y,Fixation,Side
1939,-0.0924,-0.0485,False,Center
1940,-0.0995,-0.0365,False,Center
1941,-0.091,-0.0424,False,Center
1942,-0.0963,-0.048,False,Center
1943,-0.0728,-0.0343,False,Center
1944,-0.0962,-0.0235,False,Center
1945,-0.088,-0.0487,False,Center
1946,-0.1045,-0.0531,False,Center
1947,-0.0618,-0.0216,False,Center
1948,-0.1437,-0.0456,False,Center
1949,-0.1535,-0.053,False,Center
1950,-0.1425,-0.0524,False,Center
1951,-0.1301,-0.0566,False,Center
1952,-0.1337,-0.0521,False,Center
1953,-0.1455,-0.0502,False,Center
1954,-0.1305,-0.0318,False,Center
1955,-0.1365,-0.0608,False,Center
1956,-0.1283,-0.0579,False,Center
1957,-0.127,-0.0588,False,Center
1958,-0.1484,-0.0551,False,Center
1959,-0.1408,-0.0536,False,Center
1960,-0.1392,-0.053,False,Center
1961,-0.1201,-0.0454,False,Center
1962,-0.1472,-0.0506,False,Center
1963,-0.1216,0.0007,False,Center
1964,-0.0866,0.0175,False,Center
1965,-0.107,0.0123,False,Center
1966,-0.1486,0.0484,False,Center
1967,-0.1223,0.0525,False,Center
1968,-0.1493,0.0731,False,Center
1969,-0.1224,0.0478,False,Center
1970,-0.1058,0.0502,False,Center
1971,-0.126,0.052,False,Center
1972,-0.1316,0.0598,False,Center
1973,-0.1135,0.0332,False,Center
1974,-0.1362,0.0536,False,Center
1975,-0.1253,0.0458,False,Center
1976,-0.1064,0.0503,False,Center
1977,-0.1369,0.0628,False,Center
1978,-0.0936,0.0357,False,Center
1979,-0.0878,0.0254,False,Center
1980,-0.089,0.022,False,Center
1981,-0.1154,0.038,False,Center
1982,-0.0872,0.0346,False,Center
1983,-0.0776,0.0435,False,Center
1984,-0.0799,0.0289,False,Center
1985,-0.0822,0.0162,False,Center
1986,-0.0571,0.0239,False,Center
1987,-0.0654,0.0078,False,Center
1988,-0.085,0.0352,False,Center
1989,-0.0815,0.0111,False,Center
1990,0.0814,-0.0336,False,Center
1991,-0.0149,-0.0077,True,Center
1992,-0.0452,0.003,True,Center
1993,-0.0719,0.0129,False,Center
1994,-0.0375,0.0227,True,Center
1995,-0.0711,0.0184,False,Center
1996,-0.0654,0.0189,False,Center
1997,-0.0667,0.0313,False,Center
1998,-0.0688,0.0215,False,Center
1999,-0.0721,0.0348,False,Center
2000,-0.0525,0.0154,False,Center
2001,-0.0532,0.0189,False,Center
2002,-0.0574,0.0155,False,Center
2003,-0.0688,0.0242,False,Center
2004,-0.0981,0.0559,False,Center
2005,-0.0621,0.0554,False,Center
2006,-0.0532,0.0582,False,Center
2007,-0.0461,0.0544,True,Center
2008,-0.0799,0.0621,False,Center
2009,-0.0724,0.0655,False,Center
2010,-0.0814,0.054,False,Center
2011,-0.0759,0.0572,False,Center
2012,-0.0662,0.0492,False,Center
2013,-0.0805,0.0514,False,Center
2014,-0.0874,0.0479,False,Center
2015,-0.043,0.046,True,Center
2016,-0.0685,0.0411,False,Center
2017,-0.089,0.0133,False,Center
2018,-0.0754,-0.0092,False,Center
2019,-0.0922,-0.0146,False,Center
2020,-0.0627,-0.0196,False,Center
2021,-0.0965,-0.0119,False,Center
2022,-0.0711,-0.0132,False,Center
2023,-0.0757,-0.0133,False,Center
2024,-0.0719,0.0318,False,Center
2025,-0.0939,-0.0566,False,Center
2026,-0.0933,-0.0423,False,Center
2027,-0.0787,-0.0265,False,Center
2028,-0.0474,0.0068,True,Center
2029,-0.0469,-0.01,True,Center
2030,-0.0362,-0.0028,True,Center
2031,-0.0489,-0.0067,True,Center
2032,-0.0917,-0.0039,False,Center
2033,-0.0234,-0.0004,True,Center
2034,-0.0498,-0.0031,True,Center
2035,-0.0498,-0.0065,True,Center
2036,-0.0419,-0.0077,True,Center
2037,-0.0409,-0.0062,True,Center
2038,-0.1059,0.0149,False,Center
2039,0.007,0.0303,True,Center
2040,0.0293,0.0144,True,Center
2041,-0.0062,0.0241,True,Center
2042,0.0564,-0.0033,False,Center
2043,0.0751,0.0153,False,Center
2044,0.0994,0.0363,False,Center
2045,0.0537,0.0136,False,Center
2046,0.0655,0.0206,False,Center
2047,0.0617,0.014,False,Center
2048,-0.0866,0.0451,False,Center
2049,-0.0429,0.012,True,Center
2050,-0.116,-0.026,False,Center
2051,-0.1166,-0.0332,False,Center
2052,-0.1509,-0.0349,False,Center
2053,-0.1873,-0.0364,False,Center
2054,-0.1845,-0.0263,False,Center
2055,-0.1725,-0.0082,False,Center
2056,-0.1879,-0.0102,False,Center
2057,-0.1907,-0.0222,False,Center
2058,-0.1858,-0.0105,False,Center
2059,-0.1655,-0.0098,False,Center
2060,-0.1871,-0.0119,False,Center
2061,-0.1962,-0.0219,False,Center
2062,-0.2027,-0.0063,False,Left
2063,-0.1957,-0.011,False,Center
2064,-0.1824,-0.0053,False,Center
2065,-0.1692,-0.0036,False,Center
2066,-0.1691,-0.0035,False,Center
2067,-0.1679,-0.0023,False,Center
2068,-0.1837,-0.0058,False,Center
2069,-0.1944,-0.0227,False,Center
2070,-0.1596,0.0063,False,Center
2071,0.0138,0.0472,True,Center
2072,-0.0136,0.0436,True,Center
2073,-0.0052,0.04,True,Center
2074,-0.1445,-0.0282,False,Center
2075,-0.1561,-0.0166,False,Center
2076,-0.1624,-0.0243,False,Center
2077,-0.1535,-0.0188,False,Center
2078,-0.1622,-0.0136,False,Center
2079,-0.1494,-0.0156,False,Center
2080,-0.1512,-0.0207,False,Center
2081,-0.1615,-0.0197,False,Center
2082,-0.1634,-0.0296,False,Center
2083,-0.1616,-0.0163,False,Center
2084,-0.1525,-0.021,False,Center
2085,-0.1488,-0.0312,False,Center
2086,-0.146,-0.0396,False,Center
2087,-0.1908,-0.0464,False,Center
2088,-0.1859,-0.0531,False,Center
2089,-0.183,-0.0473,False,Center
2090,-0.1845,-0.0498,False,Center
2091,-0.1878,-0.0468,False,Center
2092,-0.1868,-0.0437,False,Center
2093,-0.1707,-0.0386,False,Center
2094,-0.1757,-0.0394,False,Center
2095,-0.1615,-0.0245,False,Center
2096,-0.0729,0.0045,False,Center
2097,-0.0448,-0.0225,True,Center
2098,-0.0447,-0.0185,True,Center
2099,-0.0458,-0.0174,True,Center
2100,-0.0491,-0.0283,True,Center
2101,-0.0551,-0.0179,False,Center
2102,-0.0751,0.0225,False,Center
2103,-0.0724,-0.0025,False,Center
2104,-0.1382,-0.0188,False,Center
2105,-0.1664,-0.0112,False,Center
2106,-0.1734,-0.0102,False,Center
2107,-0.1714,-0.0028,False,Center
2108,-0.173,-0.0141,False,Center
2109,-0.1802,-0.0184,False,Center
2110,-0.178,-0.0145,False,Center
2111,-0.155,-0.0108,False,Center
2112,-0.166,-0.0175,False,Center
2113,-0.1643,-0.0201,False,Center
2114,-0.1685,-0.0192,False,Center
2115,-0.1788,-0.0249,False,Center
2116,-0.1699,-0.0107,False,Center
2117,-0.1835,0.001,False,Center
2118,-0.2137,0.0127,False,Left
2119,-0.199,0.0332,False,Center
2120,-0.1879,0.0171,False,Center
2121,-0.1838,0.036,False,Center
2122,-0.1852,0.0264,False,Center
2123,-0.1907,0.0292,False,Center
2124,-0.1806,0.0153,False,Center
2125,-0.1857,0.0308,False,Center
2126,-0.1827,0.026,False,Center
2127,-0.1869,0.0401,False,Center
2128,-0.1927,0.0264,False,Center
2129,-0.2158,0.0511,False,Left
2130,-0.1951,0.064,False,Center
2131,-0.1917,0.0903,False,Center
2132,-0.185,0.0716,False,Center
2133,-0.1706,0.0825,False,Center
2134,-0.1771,0.0814,False,Center
2135,-0.1755,0.0779,False,Center
2136,-0.1824,0.0803,False,Center
2137,-0.1722,0.0797,False,Center
2138,-0.1766,0.0736,False,Center
2139,-0.1696,0.063,False,Center
2140,-0.1687,0.0739,False,Center
2141,-0.1614,0.0638,False,Center
2142,-0.15,0.0888,False,Center
2143,-0.1161,0.0425,False,Center
2144,-0.0688,-0.0322,False,Center
2145,-0.0432,-0.0247,True,Center
2146,-0.0417,-0.0348,True,Center
2147,-0.0574,-0.0529,False,Center
2148,-0.0455,-0.0167,True,Center
2149,-0.0455,-0.0339,True,Center
2150,-0.0591,-0.0379,False,Center
2151,-0.0544,-0.0435,False,Center
2152,-0.0795,0.0383,False,Center
2153,-0.1032,0.0337,False,Center
2154,-0.0155,0.0567,True,Center
2155,-0.0472,-0.0289,True,Center
2156,-0.0389,-0.0262,True,Center
2157,-0.0484,-0.0536,True,Center
2158,-0.0557,-0.0479,False,Center
2159,-0.0537,-0.0357,False,Center
2160,-0.0608,-0.041,False,Center
2161,-0.0753,-0.0412,False,Center
2162,-0.0673,-0.0392,False,Center
2163,-0.095,-0.039,False,Center
2164,-0.1079,-0.0262,False,Center
2165,-0.1184,-0.0269,False,Center
2166,-0.1258,-0.0279,False,Center
2167,-0.1157,-0.0298,False,Center
2168,-0.117,-0.0388,False,Center
2169,-0.0971,-0.0349,False,Center
2170,-0.1145,-0.0332,False,Center
2171,-0.1199,-0.0288,False,Center
2172,-0.1215,-0.0356,False,Center
2173,-0.1116,-0.0404,False,Center
2174,-0.1089,-0.0398,False,Center
2175,-0.1064,-0.036,False,Center
2176,-0.1115,-0.0413,False,Center
2177,-0.11,-0.0432,False,Center
2178,-0.1158,-0.0344,False,Center
2179,-0.1209,-0.0388,False,Center
2180,-0.1163,-0.0361,False,Center
2181,-0.1173,-0.033,False,Center
2182,-0.1062,-0.0315,False,Center
2183,-0.109,-0.0415,False,Center
2184,-0.114,-0.0295,False,Center
2185,-0.115,-0.0306,False,Center
2186,-0.1165,-0.024,False,Center
2187,-0.1152,-0.0027,False,Center
2188,-0.1141,-0.0206,False,Center
2189,-0.1131,-0.0145,False,Center
2190,-0.107,-0.0123,False,Center
2191,-0.1209,-0.0116,False,Center
2192,-0.1115,-0.0168,False,Center
2193,-0.1183,-0.0163,False,Center
2194,-0.109,-0.0232,False,Center
2195,-0.119,-0.0212,False,Center
2196,-0.1037,-0.023,False,Center
2197,-0.1104,-0.0294,False,Center
2198,-0.1021,-0.0287,False,Center
2199,-0.1277,-0.0281,False,Center
2200,-0.1097,-0.0263,False,Center
2201,0.0116,0.074,True,Center
2202,-0.132,-0.0236,False,Center
2203,-0.1116,-0.0345,False,Center
2204,-0.1158,-0.021,False,Center
2205,-0.1092,-0.0126,False,Center
2206,-0.1077,-0.0165,False,Center
2207,-0.1165,-0.0183,False,Center
2208,-0.1136,-0.0224,False,Center
2209,-0.1264,-0.0271,False,Center
2210,-0.1433,-0.0266,False,Center
2211,-0.1259,-0.0267,False,Center
2212,-0.1232,-0.0269,False,Center
2213,-0.1231,-0.0362,False,Center
2214,-0.1201,-0.0343,False,Center
2215,-0.1253,-0.025,False,Center
2216,-0.1366,-0.0267,False,Center
2217,-0.1238,-0.0191,False,Center
2218,-0.1214,-0.0171,False,Center
2219,-0.137,-0.01,False,Center
2220,-0.1599,-0.0007,False,Center
2221,-0.1482,-0.0008,False,Center
2222,-0.1402,-0.0066,False,Center
2223,-0.1463,0.0018,False,Center
2224,-0.154,-0.0028,False,Center
2225,-0.1597,-0.0032,False,Center
2226,-0.1761,0.0001,False,Center
2227,-0.1601,0.0006,False,Center
2228,-0.154,0.0087,False,Center
2229,-0.1709,-0.0035,False,Center
2230,-0.1627,-0.001,False,Center
2231,-0.1671,0.0044,False,Center
2232,-0.1584,-0.0053,False,Center
2233,-0.1674,-0.0006,False,Center
2234,-0.1557,0.0001,False,Center
2235,-0.1546,-0.0112,False,Center
2236,-0.1632,-0.0026,False,Center
2237,-0.1622,-0.0026,False,Center
2238,-0.0024,0.042,True,Center
2239,-0.1991,-0.0181,False,Center
2240,-0.1527,-0.0062,False,Center
2241,-0.1755,0.0238,False,Center
2242,-0.198,0.0504,False,Center
2243,-0.1762,0.046,False,Center
2244,-0.1932,0.0352,False,Center
2245,-0.1631,0.0398,False,Center
2246,-0.1814,0.0359,False,Center
2247,-0.1782,0.0457,False,Center
2248,-0.1921,0.0492,False,Center
2249,-0.1695,0.0498,False,Center
2250,-0.1824,0.0374,False,Center
2251,-0.1861,0.034,False,Center
2252,-0.1511,0.0288,False,Center
2253,-0.1658,0.0203,False,Center
2254,-0.1673,-0.0028,False,Center
2255,-0.1814,-0.0227,False,Center
2256,-0.1624,-0.0322,False,Center
2257,-0.1539,-0.0333,False,Center
2258,-0.1681,-0.0462,False,Center
2259,-0.1635,-0.0323,False,Center
2260,-0.1591,-0.0369,False,Center
2261,-0.1555,-0.03,False,Center
2262,-0.1696,-0.0295,False,Center
2263,-0.1533,-0.0351,False,Center
2264,-0.1615,-0.0488,False,Center
2265,-0.1574,-0.031,False,Center
2266,-0.1559,-0.031,False,Center
2267,-0.1491,-0.0313,False,Center
2268,-0.1488,-0.0282,False,Center
2269,-0.1193,-0.0305,False,Center
2270,-0.1293,-0.0269,False,Center
2271,-0.1214,-0.0192,False,Center
2272,-0.1153,-0.024,False,Center
2273,-0.1168,-0.0241,False,Center
2274,-0.1214,-0.0166,False,Center
2275,-0.1123,-0.02,False,Center
2276,-0.1391,-0.0249,False,Center
2277,-0.137,-0.0257,False,Center
2278,-0.154,-0.0404,False,Center
2279,-0.1334,-0.03,False,Center
2280,-0.1234,-0.0323,False,Center
2281,-0.1229,-0.0314,False,Center
2282,-0.1349,-0.0299,False,Center
2283,-0.1278,-0.026,False,Center
2284,-0.125,-0.0279,False,Center
2285,-0.1351,-0.0365,False,Center
2286,-0.139,-0.0195,False,Center
2287,-0.0562,-0.0145,False,Center
2288,-0.0957,-0.0315,False,Center
2289,-0.1099,-0.0382,False,Center
2290,-0.113,-0.0499,False,Center
2291,-0.105,-0.0436,False,Center
2292,-0.0617,-0.0257,False,Center
2293,-0.0484,-0.0185,True,Center
2294,-0.0774,-0.0324,False,Center
2295,-0.0961,-0.0414,False,Center
2296,-0.0986,-0.0533,False,Center
2297,-0.072,-0.046,False,Center
2298,-0.0812,-0.0595,False,Center
2299,-0.0797,-0.0378,False,Center
2300,-0.0861,-0.0409,False,Center
2301,-0.1005,-0.0468,False,Center
2302,-0.078,0.0412,False,Center
2303,-0.072,-0.0447,False,Center
2304,-0.0637,-0.0432,False,Center
2305,-0.0672,-0.0538,False,Center
2306,-0.0725,-0.0641,False,Center
2307,-0.0671,-0.0519,False,Center
2308,-0.0731,-0.0439,False,Center
2309,-0.0689,-0.0453,False,Center
2310,-0.0796,-0.0397,False,Center
2311,-0.0842,-0.0394,False,Center
2312,-0.0687,-0.0452,False,Center
2313,-0.0712,-0.0411,False,Center
2314,-0.0634,-0.0392,False,Center
2315,-0.049,-0.0425,True,Center
2316,-0.0674,-0.0461,False,Center
2317,-0.0331,-0.0399,True,Center
2318,-0.0645,-0.0348,False,Center
2319,-0.0584,-0.0164,False,Center
2320,-0.0464,-0.0237,True,Center
2321,-0.0557,-0.0206,False,Center
2322,-0.0485,-0.015,True,Center
2323,-0.0479,-0.029,True,Center
2324,-0.0447,-0.0182,True,Center
2325,-0.028,0.0395,True,Center
2326,-0.0647,-0.0695,False,Center
2327,-0.0603,-0.0516,False,Center
2328,-0.0782,-0.0852,False,Center
2329,-0.0948,-0.0734,False,Center
2330,-0.0559,-0.0652,False,Center
2331,-0.0607,-0.0641,False,Center
2332,-0.076,-0.0587,False,Center
2333,-0.0686,-0.0593,False,Center
2334,-0.0659,-0.0624,False,Center
2335,-0.0437,-0.0432,True,Center
2336,0.0182,0.0067,True,Center
2337,0.0155,0.0029,True,Center
2338,0.007,-0.0017,True,Center
2339,0.001,0.002,True,Center
2340,-0.0529,-0.0593,False,Center
2341,-0.0571,-0.0511,False,Center
2342,-0.0588,-0.0575,False,Center
2343,-0.0625,-0.061,False,Center
2344,-0.0646,-0.0616,False,Center
2345,-0.0702,-0.0536,False,Center
2346,-0.0585,-0.0538,False,Center
2347,-0.0699,-0.0611,False,Center
2348,-0.0741,-0.061,False,Center
2349,-0.0745,-0.0382,False,Center
2350,-0.0576,-0.0298,False,Center
2351,-0.0519,-0.011,False,Center
2352,-0.0449,-0.025,True,Center
2353,-0.0597,-0.0187,False,Center
2354,-0.0491,-0.0397,True,Center
2355,-0.0487,-0.0269,True,Center
2356,-0.0426,-0.0404,True,Center
2357,-0.1013,-0.0537,False,Center
2358,-0.0798,-0.0453,False,Center
2359,-0.0892,-0.0462,False,Center
2360,-0.0785,-0.0492,False,Center
2361,-0.0817,-0.0453,False,Center
2362,-0.0591,-0.0321,False,Center
2363,-0.0512,-0.0213,False,Center
2364,-0.0556,-0.0348,False,Center
2365,-0.0668,-0.0303,False,Center
2366,-0.063,-0.0347,False,Center
2367,-0.0648,-0.0243,False,Center
2368,-0.0618,-0.0342,False,Center
2369,-0.0612,-0.028,False,Center
2370,-0.0577,-0.0427,False,Center
2371,-0.0695,-0.0416,False,Center
2372,-0.0615,-0.0378,False,Center
2373,-0.0638,-0.0364,False,Center
2374,-0.0599,-0.0442,False,Center
2375,-0.0595,-0.036,False,Center
2376,-0.046,-0.0394,True,Center
2377,-0.0667,-0.0437,False,Center
2378,-0.0376,-0.052,True,Center
2379,-0.0327,-0.0365,True,Center
2380,-0.0514,-0.0445,False,Center
2381,-0.0383,-0.0387,True,Center
2382,-0.0284,-0.0422,True,Center
2383,-0.0596,-0.026,False,Center
2384,-0.056,-0.0252,False,Center
2385,-0.0461,-0.001,True,Center
2386,-0.0613,0.015,False,Center
2387,-0.0548,0.0051,False,Center
2388,-0.0614,0.0146,False,Center
2389,-0.0567,0.0061,False,Center
2390,-0.0673,0.0005,False,Center
2391,-0.0755,-0.0004,False,Center
2392,-0.0685,-0.0047,False,Center
2393,-0.079,-0.0199,False,Center
2394,-0.0763,-0.0156,False,Center
2395,-0.0721,-0.0084,False,Center
2396,-0.0517,-0.0151,False,Center
2397,-0.0523,-0.0314,False,Center
2398,-0.0437,-0.0077,True,Center
2399,-0.0213,0.0518,True,Center
2400,-0.0613,0.0079,False,Center
2401,-0.1333,0.0407,False,Center
2402,-0.086,0.0244,False,Center
2403,-0.093,0.0331,False,Center
2404,-0.1025,0.0436,False,Center
2405,-0.0837,0.0271,False,Center
2406,-0.0957,0.0486,False,Center
2407,-0.0872,0.0435,False,Center
2408,-0.0925,0.0317,False,Center
2409,-0.0967,0.024,False,Center
2410,-0.0984,0.0256,False,Center
2411,-0.1048,0.0352,False,Center
2412,-0.1298,0.0379,False,Center
2413,-0.1067,0.0332,False,Center
2414,-0.1319,0.0455,False,Center
2415,-0.1394,0.034,False,Center
2416,-0.1216,0.0356,False,Center
2417,-0.1475,0.0419,False,Center
2418,-0.1241,0.0412,False,Center
2419,-0.1455,0.0451,False,Center
2420,-0.1358,0.0539,False,Center
2421,-0.1305,0.0382,False,Center
2422,-0.1339,0.0481,False,Center
2423,-0.136,0.0388,False,Center
2424,-0.1396,0.0371,False,Center
2425,-0.1175,0.0442,False,Center
2426,-0.143,0.0461,False,Center
2427,-0.1137,0.0401,False,Center
2428,-0.1443,0.0507,False,Center
2429,-0.1429,0.0335,False,Center
2430,-0.153,0.0371,False,Center
2431,-0.1721,0.0644,False,Center
2432,-0.151,0.047,False,Center
2433,-0.1349,0.0596,False,Center
2434,-0.1219,0.0515,False,Center
2435,-0.1275,0.0436,False,Center
2436,-0.1399,0.0506,False,Center
2437,-0.1353,0.0498,False,Center
2438,-0.1461,0.0572,False,Center
2439,-0.1517,0.0505,False,Center
2440,-0.1322,0.0558,False,Center
2441,-0.1369,0.0537,False,Center
2442,-0.1384,0.0409,False,Center
2443,-0.1554,0.052,False,Center
2444,-0.1537,0.0471,False,Center
2445,-0.1301,0.0387,False,Center
2446,-0.1271,0.0486,False,Center
2447,-0.1448,0.0461,False,Center
2448,-0.159,0.0419,False,Center
2449,-0.1256,0.0451,False,Center
2450,-0.1343,0.0526,False,Center
2451,-0.1331,0.0449,False,Center
2452,-0.1325,0.0449,False,Center
2453,-0.1407,0.0482,False,Center
2454,-0.1375,0.0504,False,Center
2455,-0.1524,0.0401,False,Center
2456,-0.1153,0.0446,False,Center
2457,-0.137,0.0577,False,Center
2458,-0.1463,0.0597,False,Center
2459,-0.1611,0.0647,False,Center
2460,-0.1564,0.052,False,Center
2461,-0.1695,0.0558,False,Center
2462,-0.1438,0.0474,False,Center
2463,-0.1409,0.0516,False,Center
2464,-0.1365,0.0533,False,Center
2465,-0.1498,0.0498,False,Center
2466,-0.154,0.0539,False,Center
2467,-0.1471,0.0426,False,Center
2468,-0.1495,0.0448,False,Center
2469,-0.1538,0.0549,False,Center
2470,-0.1493,0.0465,False,Center
2471,-0.1319,0.0459,False,Center
2472,-0.1645,0.0486,False,Center
2473,-0.1619,0.0434,False,Center
2474,-0.1474,0.0422,False,Center
2475,-0.1476,0.0478,False,Center
2476,-0.1625,0.0646,False,Center
2477,-0.1488,0.0535,False,Center
2478,-0.1394,0.0524,False,Center
2479,-0.1509,0.0599,False,Center
2480,-0.1628,0.0566,False,Center
2481,-0.1616,0.055,False,Center
2482,-0.1606,0.0518,False,Center
2483,-0.1588,0.0561,False,Center
2484,-0.157,0.0552,False,Center
2485,-0.124,0.0454,False,Center
2486,-0.1461,0.0467,False,Center
2487,-0.1641,0.0491,False,Center
2488,-0.1698,0.0568,False,Center
2489,-0.1768,0.0591,False,Center
2490,-0.1785,0.053,False,Center
2491,-0.1903,0.0598,False,Center
2492,-0.1769,0.0595,False,Center
2493,-0.1879,0.0619,False,Center
2494,-0.1745,0.0678,False,Center
2495,-0.1826,0.0572,False,Center
2496,-0.1724,0.0434,False,Center
2497,-0.1824,0.0505,False,Center
2498,-0.1663,0.0547,False,Center
2499,-0.1782,0.0612,False,Center
2500,-0.1389,0.045,False,Center
2501,-0.1472,0.0455,False,Center
2502,-0.0297,0.0293,True,Center
2503,-0.1138,0.0299,False,Center
2504,-0.0569,0.0113,False,Center
2505,-0.0592,-0.0,False,Center
2506,-0.0804,0.0052,False,Center
2507,-0.0647,0.0443,False,Center
2508,0.0573,0.073,False,Center
2509,0.025,0.0607,True,Center
2510,-0.0714,-0.0311,False,Center
2511,-0.0613,-0.0119,False,Center
2512,-0.0755,-0.0264,False,Center
2513,-0.0723,-0.0157,False,Center
2514,-0.0799,-0.0314,False,Center
2515,-0.0718,-0.0243,False,Center
2516,-0.0309,0.005,True,Center
2517,-0.0253,0.01,True,Center
2518,-0.0363,0.0452,True,Center
2519,-0.0613,-0.0103,False,Center
2520,-0.0601,-0.0453,False,Center
2521,-0.0634,-0.0388,False,Center
2522,-0.0396,-0.0253,True,Center
2523,-0.0447,-0.0377,True,Center
2524,-0.063,-0.0214,False,Center
2525,-0.0722,-0.013,False,Center
2526,-0.1059,-0.0392,False,Center
2527,-0.0719,-0.0215,False,Center
2528,-0.0745,0.006,False,Center
2529,-0.0408,-0.0048,True,Center
2530,-0.0276,-0.0196,True,Center
2531,-0.0066,-0.0278,True,Center
2532,-0.0602,-0.0456,False,Center
2533,-0.0568,-0.0315,False,Center
2534,-0.0436,-0.0406,True,Center
2535,-0.0688,-0.0272,False,Center
2536,-0.1465,0.0569,False,Center
2537,-0.1205,0.0504,False,Center
2538,-0.0702,0.0418,False,Center
2539,-0.0275,0.0207,True,Center
2540,-0.057,0.0003,False,Center
2541,-0.1391,-0.0236,False,Center
2542,-0.202,-0.0395,False,Left
2543,-0.1149,-0.0226,False,Center
2548,-0.0833,0.0691,False,Center
2549,-0.1105,-0.0336,False,Center
2550,-0.0373,-0.0423,True,Center
2551,-0.032,-0.0658,True,Center
2552,-0.0511,-0.0625,False,Center
2553,-0.0822,-0.0096,False,Center
2555,-0.0326,-0.0328,True,Center
2556,-0.0131,-0.0405,True,Center
2557,0.0092,-0.0319,True,Center
2558,0.0088,-0.0251,True,Center
2559,-0.0714,0.0709,False,Center
2562,-0.1255,-0.5114,False,Center
2563,-0.3293,-0.0111,False,Left
2564,-0.5464,-0.62,False,Left
2565,0.0563,-0.7488,False,Center
2568,-0.1451,0.0331,False,Center
2569,-0.1081,0.0063,False,Center
2607,-0.0402,-0.0596,True,Center
2608,0.072,-0.041,False,Center
2609,0.0657,-0.1818,False,Center
2610,-0.0873,0.0108,False,Center
2618,0.0903,-0.6667,False,Center
2619,0.1356,-0.3954,False,Center
2620,-0.0927,-0.2048,False,Center
2621,-0.4201,-0.0478,False,Left
2631,-0.3423,-0.1649,False,Left
2632,-0.1126,-0.4638,False,Center
2657,-0.7371,-0.2937,False,Left
2661,-0.5627,0.3472,False,Left
2662,-0.0696,0.6409,False,Center
2663,-0.8469,-0.2789,False,Left
2664,-0.1919,0.8939,False,Center
2665,-0.3394,0.3741,False,Left
2666,0.0161,-0.008,True,Center
2667,-0.0333,0.0355,True,Center
2668,-0.1491,0.0178,False,Center
2669,0.1755,-0.1292,False,Center
2670,-0.0831,0.0651,False,Center
2671,-0.0165,0.0863,True,Center
2672,0.0947,-0.0506,False,Center
2673,-0.0255,-0.0322,True,Center
2674,-0.0358,-0.0412,True,Center
2675,-0.0464,-0.0088,True,Center
2676,-0.0809,0.0238,False,Center
2677,-0.1543,0.0803,False,Center
2678,-0.1266,0.0582,False,Center
2679,-0.1637,0.1123,False,Center
2680,-0.0955,0.0112,False,Center
2681,-0.1612,0.2073,False,Center
2692,-0.0137,-0.003,True,Center
2693,-0.0202,0.0303,True,Center
2694,-0.0149,0.0069,True,Center
2695,-0.0085,-0.0172,True,Center
2696,-0.0079,-0.0436,True,Center
2697,-0.0033,-0.0502,True,Center
2698,-0.0113,-0.0421,True,Center
2699,-0.0163,-0.0311,True,Center
2700,0.0092,-0.0433,True,Center
2701,0.0226,-0.0278,True,Center
2702,0.0213,-0.0415,True,Center
2703,0.0145,-0.0407,True,Center
2704,0.0183,-0.0444,True,Center
2705,0.0077,-0.0333,True,Center
2706,0.0075,-0.0183,True,Center
2707,0.0059,-0.0351,True,Center
2708,0.0056,-0.0536,True,Center
2709,-0.0123,-0.0484,True,Center
2710,-0.0165,-0.0462,True,Center
2711,-0.0251,-0.0326,True,Center
2712,-0.0325,-0.0319,True,Center
2713,-0.0094,-0.0365,True,Center
2714,-0.0325,-0.0394,True,Center
2715,-0.0307,-0.0346,True,Center
2716,-0.0235,-0.0259,True,Center
2717,-0.0281,-0.0308,True,Center
2718,-0.0255,-0.0418,True,Center
2719,-0.0261,-0.0453,True,Center
2720,-0.0127,-0.0386,True,Center
2721,-0.027,-0.0459,True,Center
2722,-0.0218,-0.038,True,Center
2723,-0.0177,-0.0351,True,Center
2724,0.0072,-0.0218,True,Center
2726,-0.0162,-0.0634,True,Center
2727,-0.0838,-0.0709,False,Center
2728,0.0249,-0.0534,True,Center
2729,0.0651,0.0079,False,Center
2730,0.0284,-0.0909,True,Center
2730,0.0346,-0.0171,True,Center
2731,0.2061,-0.2065,False,Right
2731,0.0961,-0.0208,False,Center
2732,0.1004,-0.0411,False,Center
2733,0.0301,-0.0024,True,Center
2734,-0.3555,-0.1517,False,Left
2735,0.0244,-0.0187,True,Center
2736,0.0543,-0.0233,False,Center
2737,0.0557,-0.0427,False,Center
2738,-0.0501,0.048,False,Center
2739,-0.0149,0.1758,True,Center
2741,0.016,0.0288,True,Center
2742,0.0042,0.0181,True,Center
2743,0.0033,-0.0118,True,Center
2744,-0.0187,-0.0277,True,Center
2745,-0.0347,-0.0345,True,Center
2746,-0.0376,-0.0321,True,Center
2747,-0.0203,-0.0255,True,Center
2748,-0.053,-0.0253,False,Center
2749,-0.0268,-0.0403,True,Center
2750,-0.0296,-0.0257,True,Center
2751,-0.0385,-0.0421,True,Center
2752,-0.0448,-0.0405,True,Center
2753,-0.0495,-0.0315,True,Center
2754,-0.0488,-0.0325,True,Center
2755,-0.0382,-0.0364,True,Center
2756,-0.034,-0.0362,True,Center
2757,-0.0107,-0.0229,True,Center
2758,-0.0014,-0.0142,True,Center
2759,-0.0084,-0.0266,True,Center
